accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ
197,58,-2113,-154,114,-12,6,22,2
202,61,-2111,-154,114,-12,9,23,-1
199,63,-2113,-154,114,-12,8,22,-1
203,66,-2112,-154,114,-12,6,22,-2
201,62,-2112,-154,114,-12,6,23,-1
204,62,-2111,-154,114,-12,5,22,-1
203,60,-2111,-154,114,-12,10,23,0
203,61,-2114,-154,114,-12,9,22,-1
200,60,-2108,-154,114,-12,9,23,0
201,65,-2108,-154,114,-12,9,23,-1
199,59,-2115,-154,114,-12,5,23,-1
196,65,-2106,-154,114,-12,5,23,-1
199,63,-2111,-154,114,-12,8,23,-1
199,62,-2108,-154,114,-12,7,22,0
204,62,-2108,-154,114,-12,6,21,-1
198,60,-2108,-154,114,-12,9,21,-2
202,60,-2115,-154,114,-12,8,21,-1
201,62,-2109,-154,114,-12,8,23,-1
206,56,-2114,-154,114,-12,11,24,-2
202,58,-2109,-154,114,-12,8,21,0
203,61,-2111,-154,114,-12,6,19,-1
200,62,-2108,-154,114,-12,5,20,-1
202,61,-2107,-154,114,-12,8,22,-1
201,61,-2114,-154,114,-12,6,24,-1
204,57,-2106,-154,114,-12,6,23,0
207,61,-2115,-154,114,-12,5,21,-2
207,65,-2111,-154,114,-12,8,26,1
202,65,-2112,-154,114,-12,7,21,-1
202,62,-2109,-154,114,-12,6,19,0
202,61,-2108,-154,114,-12,4,22,0
203,58,-2107,-154,114,-12,9,20,1
201,59,-2116,-154,114,-12,9,22,0
200,58,-2109,-154,114,-12,7,23,0
203,60,-2112,-154,114,-12,6,24,-4
197,58,-2109,-154,114,-12,4,22,1
201,61,-2115,-154,114,-12,7,22,-2
201,55,-2114,-154,114,-12,8,22,0
201,64,-2103,-154,114,-12,8,22,1
198,61,-2116,-154,114,-12,8,22,-1
203,61,-2108,-154,114,-12,6,23,0
197,60,-2106,-154,114,-12,6,21,-1
204,58,-2112,-154,114,-12,9,20,-1
202,60,-2108,-154,114,-12,7,22,-1
200,59,-2119,-154,114,-12,7,22,-2
199,63,-2109,-154,114,-12,8,21,1
201,60,-2115,-154,114,-12,7,21,0
202,61,-2116,-154,114,-12,8,21,-1
202,60,-2112,-154,114,-12,6,21,-1
205,59,-2110,-154,114,-12,5,23,0
203,58,-2105,-154,114,-12,5,22,0
198,65,-2115,-154,114,-12,7,22,-1
202,61,-2114,-154,114,-12,7,22,-1
200,63,-2114,-154,114,-12,7,25,-3
205,58,-2116,-154,114,-12,10,24,0
201,60,-2105,-154,114,-12,5,24,-1
195,64,-2111,-154,114,-12,8,24,1
199,63,-2110,-154,114,-12,4,22,-2
203,59,-2114,-154,114,-12,5,25,1
200,62,-2108,-154,114,-12,9,22,-2
200,61,-2103,-154,114,-12,3,23,0
201,60,-2106,-154,114,-12,5,23,2
205,58,-2107,-154,114,-12,8,24,2
201,63,-2107,-154,114,-12,7,20,0
206,59,-2112,-154,114,-12,7,24,-1
201,59,-2117,-154,114,-12,8,19,-1
204,60,-2113,-154,114,-12,4,22,-1
205,56,-2117,-154,114,-12,5,22,0
203,58,-2112,-154,114,-12,6,23,-1
200,65,-2112,-154,114,-12,6,22,-1
198,62,-2107,-154,114,-12,6,25,1
204,60,-2104,-154,114,-12,5,21,0
201,57,-2113,-154,114,-12,5,22,-1
202,58,-2111,-154,114,-12,4,22,-2
204,57,-2112,-154,114,-12,7,23,1
203,61,-2114,-154,114,-12,7,22,1
200,61,-2115,-154,114,-12,5,23,-1
200,57,-2108,-154,114,-12,6,22,-2
202,62,-2108,-154,114,-12,7,21,0
196,63,-2109,-154,114,-12,6,23,0
203,62,-2111,-154,114,-12,7,23,1
199,61,-2118,-154,114,-12,7,22,0
201,63,-2112,-154,114,-12,6,22,-1
202,61,-2113,-154,114,-12,7,24,0
200,60,-2109,-154,114,-12,5,23,-1
199,63,-2112,-154,114,-12,7,22,0
202,66,-2109,-154,114,-12,5,23,-1
202,65,-2108,-154,114,-12,9,21,-3
204,63,-2111,-154,114,-12,5,23,0
201,62,-2108,-154,114,-12,8,24,1
204,60,-2110,-154,114,-12,8,22,-1
203,57,-2117,-154,114,-12,7,23,-1
204,60,-2111,-154,114,-12,9,24,-2
203,57,-2110,-154,114,-12,8,21,0
204,61,-2110,-154,114,-12,8,24,-1
203,59,-2115,-154,114,-12,5,23,1
202,57,-2102,-154,114,-12,8,22,-1
202,59,-2117,-154,114,-12,7,24,0
206,53,-2108,-154,114,-12,7,20,-1
204,57,-2117,-154,114,-12,6,21,-1
201,63,-2107,-154,114,-12,7,22,-1
200,59,-2105,-154,114,-12,6,20,1
204,64,-2114,-154,114,-12,7,23,0
204,64,-2112,-154,114,-12,8,24,-1
203,62,-2106,-154,114,-12,4,22,0
200,60,-2108,-154,114,-12,5,23,0
202,62,-2112,-154,114,-12,5,23,0
202,64,-2109,-154,114,-12,5,23,0
199,60,-2109,-154,114,-12,5,22,1
203,59,-2104,-154,114,-12,5,20,-1
201,57,-2110,-154,114,-12,6,24,-3
196,59,-2104,-154,114,-12,6,24,-1
199,57,-2105,-154,114,-12,5,23,-1
205,58,-2108,-154,114,-12,6,22,0
203,59,-2115,-154,114,-12,6,21,-1
203,59,-2111,-154,114,-12,6,22,-1
200,62,-2112,-154,114,-12,7,25,0
200,57,-2105,-154,114,-12,6,23,0
204,58,-2112,-154,114,-12,7,21,1
201,59,-2114,-154,114,-12,6,23,-2
199,61,-2113,-154,114,-12,4,25,0
203,60,-2111,-154,114,-12,7,22,-2
202,62,-2115,-154,114,-12,9,22,-1
203,61,-2108,-154,114,-12,9,23,-1
203,63,-2111,-154,114,-12,8,23,-1
200,63,-2112,-154,114,-12,7,21,-1
206,64,-2114,-154,114,-12,7,23,1
204,63,-2108,-154,114,-12,6,21,-1
203,61,-2115,-154,114,-12,8,22,-1
203,59,-2111,-154,114,-12,3,25,-1
206,63,-2117,-154,114,-12,5,22,-1
202,61,-2109,-154,114,-12,6,23,-2
206,64,-2114,-154,114,-12,8,21,1
199,59,-2115,-154,114,-12,6,23,1
200,57,-2113,-154,114,-12,7,21,2
203,61,-2114,-154,114,-12,6,23,0
206,63,-2110,-154,114,-12,6,22,1
201,60,-2111,-154,114,-12,6,23,1
205,67,-2115,-154,114,-12,6,21,0
199,61,-2113,-154,114,-12,7,23,2
204,64,-2106,-154,114,-12,6,22,1
200,61,-2108,-154,114,-12,7,26,1
199,60,-2112,-154,114,-12,7,23,-1
205,62,-2119,-154,114,-12,7,20,1
205,60,-2111,-154,114,-12,6,23,-1
204,61,-2116,-154,114,-12,7,23,1
201,60,-2102,-154,114,-12,5,24,0
202,60,-2108,-154,114,-12,5,25,-2
201,59,-2113,-154,114,-12,9,23,-2
202,65,-2109,-154,114,-12,9,23,-1
201,59,-2112,-154,114,-12,5,25,1
201,65,-2108,-154,114,-12,9,23,1
203,61,-2109,-154,114,-12,7,23,0
198,60,-2111,-154,114,-12,8,24,0
203,61,-2109,-154,114,-12,7,24,1
204,65,-2106,-154,114,-12,6,22,0
206,62,-2111,-154,114,-12,9,24,1
201,57,-2115,-154,114,-12,9,22,0
200,59,-2113,-154,114,-12,9,21,0
198,57,-2111,-154,114,-12,9,20,1
204,64,-2115,-154,114,-12,6,23,0
205,62,-2114,-154,114,-12,8,24,0
202,62,-2113,-154,114,-12,5,24,1
198,57,-2109,-154,114,-12,6,21,2
199,59,-2113,-154,114,-12,8,23,-2
201,62,-2106,-154,114,-12,8,22,0
199,63,-2106,-154,114,-12,4,21,-1
202,61,-2106,-154,114,-12,5,26,-1
199,61,-2105,-154,114,-12,7,24,-1
200,59,-2109,-154,114,-12,8,22,-1
206,63,-2110,-154,114,-12,8,20,1
203,58,-2109,-154,114,-12,6,22,0
199,63,-2108,-154,114,-12,6,23,-2
204,59,-2107,-154,114,-12,7,23,-1
203,59,-2113,-154,114,-12,6,21,-2
202,61,-2106,-154,114,-12,4,23,-1
204,55,-2108,-154,114,-12,6,20,0
204,57,-2105,-154,114,-12,6,24,-1
202,63,-2105,-154,114,-12,7,23,-2
198,62,-2103,-154,114,-12,9,22,1
204,61,-2106,-154,114,-12,9,23,0
206,62,-2106,-154,114,-12,9,25,1
204,62,-2108,-154,114,-12,7,23,-1
203,61,-2103,-154,114,-12,6,21,-1
200,58,-2116,-154,114,-12,6,23,1
199,66,-2112,-154,114,-12,8,22,-1
198,63,-2104,-154,114,-12,8,21,-1
205,63,-2105,-154,114,-12,9,23,0
207,65,-2111,-154,114,-12,4,23,-1
203,60,-2111,-154,114,-12,9,21,0
202,60,-2107,-154,114,-12,8,22,2
206,63,-2110,-154,114,-12,7,22,1
201,60,-2109,-154,114,-12,8,22,0
203,62,-2113,-154,114,-12,6,21,0
201,63,-2112,-154,114,-12,9,26,-1
200,62,-2102,-154,114,-12,6,22,-1
204,57,-2104,-154,114,-12,8,21,0
202,61,-2111,-154,114,-12,6,23,1
199,62,-2104,-154,114,-12,7,22,-1
200,62,-2120,-154,114,-12,4,24,1
204,60,-2114,-154,114,-12,7,24,-2
199,60,-2113,-154,114,-12,7,23,1
205,61,-2109,-154,114,-12,5,22,-1
201,63,-2109,-154,114,-12,7,25,1
200,59,-2110,-154,114,-12,9,21,0
203,63,-2106,-154,114,-12,7,23,0
200,62,-2113,-154,114,-12,9,23,-1
201,63,-2110,-154,114,-12,7,23,0
203,69,-2113,-154,114,-12,7,22,1
204,62,-2114,-154,114,-12,5,23,-1
201,65,-2107,-154,114,-12,4,23,-2
199,60,-2118,-154,114,-12,4,22,0
204,57,-2106,-154,114,-12,6,22,0
203,60,-2113,-154,114,-12,5,24,1
204,59,-2108,-154,114,-12,8,22,0
199,62,-2108,-154,114,-12,8,21,0
199,57,-2107,-154,114,-12,5,22,0
201,56,-2107,-154,114,-12,5,23,2
202,58,-2111,-154,114,-12,8,24,0
197,61,-2114,-154,114,-12,8,23,0
202,59,-2113,-154,114,-12,5,23,-1
204,61,-2101,-154,114,-12,6,22,0
203,61,-2112,-154,114,-12,6,23,-1
203,64,-2105,-154,114,-12,6,23,1
203,61,-2109,-154,114,-12,6,23,3
206,60,-2108,-154,114,-12,8,21,1
199,60,-2115,-154,114,-12,6,23,-1
195,61,-2107,-154,114,-12,4,24,2
200,64,-2102,-154,114,-12,7,21,-2
197,58,-2110,-154,114,-12,8,20,1
199,56,-2110,-154,114,-12,8,21,2
203,62,-2110,-154,114,-12,7,23,-1
202,61,-2108,-154,114,-12,5,21,1
203,58,-2105,-154,114,-12,6,23,-1
201,58,-2113,-154,114,-12,6,23,-1
203,57,-2109,-154,114,-12,8,22,-1
201,60,-2107,-154,114,-12,7,22,2
199,61,-2109,-154,114,-12,9,23,1
200,59,-2114,-154,114,-12,7,19,1
202,65,-2108,-154,114,-12,8,23,1
202,59,-2113,-154,114,-12,7,23,-1
202,65,-2114,-154,114,-12,5,22,-2
201,58,-2108,-154,114,-12,4,21,0
202,60,-2112,-154,114,-12,6,24,2
199,64,-2106,-154,114,-12,5,22,0
201,61,-2112,-154,114,-12,5,22,-2
203,61,-2115,-154,114,-12,8,21,0
204,60,-2106,-154,114,-12,8,21,-1
203,59,-2107,-154,114,-12,6,24,2
205,67,-2112,-154,114,-12,8,23,0
198,63,-2113,-154,114,-12,7,25,-1
201,58,-2114,-154,114,-12,9,22,-1
201,60,-2110,-154,114,-12,6,21,-1
204,63,-2111,-154,114,-12,6,23,-1
199,58,-2108,-154,114,-12,6,22,0
201,63,-2117,-154,114,-12,7,23,-1
201,58,-2114,-154,114,-12,5,24,-1
199,63,-2106,-154,114,-12,6,23,2
200,58,-2111,-154,114,-12,8,21,0
202,62,-2113,-154,114,-12,5,24,0
204,55,-2106,-154,114,-12,8,24,-1
202,61,-2105,-154,114,-12,7,23,-2
204,61,-2109,-154,114,-12,7,22,1
204,60,-2103,-154,114,-12,7,24,-1
202,57,-2101,-154,114,-12,7,21,-2
201,63,-2113,-154,114,-12,9,23,-1
200,60,-2113,-154,114,-12,10,24,-2
203,61,-2116,-154,114,-12,8,19,-1
200,60,-2101,-154,114,-12,7,22,0
206,62,-2114,-154,114,-12,8,24,1
204,62,-2109,-154,114,-12,7,25,-1
201,63,-2111,-154,114,-12,8,22,-2
198,62,-2113,-154,114,-12,9,21,-1
198,59,-2108,-154,114,-12,8,24,-1
201,66,-2107,-154,114,-12,7,26,0
199,62,-2111,-154,114,-12,6,24,0
202,58,-2109,-154,114,-12,11,22,0
200,62,-2116,-154,114,-12,6,23,-2
205,62,-2101,-154,114,-12,6,23,-2
199,61,-2106,-154,114,-12,6,23,-1
198,65,-2109,-154,114,-12,9,25,0
201,63,-2117,-154,114,-12,7,24,-1
204,60,-2111,-154,114,-12,6,25,1
201,60,-2110,-154,114,-12,8,24,-1
198,62,-2107,-154,114,-12,7,20,-1
200,64,-2112,-154,114,-12,4,23,1
201,61,-2108,-154,114,-12,8,21,-1
202,63,-2103,-154,114,-12,5,23,0
204,63,-2114,-154,114,-12,8,24,1
201,57,-2110,-154,114,-12,6,21,-3
203,61,-2100,-154,114,-12,9,22,0
203,64,-2113,-154,114,-12,7,22,-1
200,61,-2109,-154,114,-12,7,23,2
200,65,-2107,-154,114,-12,5,21,-1
202,59,-2105,-154,114,-12,6,23,-1
203,59,-2111,-154,114,-12,8,24,-1
205,63,-2111,-154,114,-12,8,23,-1
199,62,-2108,-154,114,-12,7,24,-1
206,62,-2107,-154,114,-12,7,21,-1
202,61,-2113,-154,114,-12,5,22,0
205,58,-2115,-154,114,-12,6,21,-1
200,61,-2102,-154,114,-12,6,22,0
208,63,-2112,-154,114,-12,6,21,1
205,59,-2113,-154,114,-12,4,21,2
201,61,-2099,-154,114,-12,9,23,0
201,60,-2109,-154,114,-12,6,21,2
200,63,-2112,-154,114,-12,6,23,-1
199,59,-2107,-154,114,-12,6,24,-2
204,63,-2107,-154,114,-12,7,24,1
204,57,-2106,-154,114,-12,9,23,-1
205,63,-2109,-154,114,-12,8,20,0
204,58,-2100,-154,114,-12,5,24,-2
203,62,-2110,-154,114,-12,8,24,1
202,61,-2106,-154,114,-12,4,23,-3
202,62,-2114,-154,114,-12,5,23,0
204,60,-2115,-154,114,-12,4,22,-2
202,61,-2111,-154,114,-12,5,21,-2
199,57,-2115,-154,114,-12,7,23,-1
199,59,-2112,-154,114,-12,9,22,-1
200,59,-2110,-154,114,-12,6,22,-3
206,60,-2105,-154,114,-12,6,23,0
204,61,-2114,-154,114,-12,7,22,0
200,59,-2107,-154,114,-12,7,22,-2
204,62,-2110,-154,114,-12,7,24,1
200,59,-2106,-154,114,-12,9,21,0
204,58,-2113,-154,114,-12,8,21,0
199,60,-2106,-154,114,-12,8,21,-2
200,64,-2113,-154,114,-12,8,21,-1
202,60,-2102,-154,114,-12,6,21,-3
204,62,-2106,-154,114,-12,6,22,1
202,60,-2112,-154,114,-12,7,24,-1
203,63,-2112,-154,114,-12,2,25,-1
205,63,-2112,-154,114,-12,11,24,-2
201,60,-2114,-154,114,-12,6,19,0
203,60,-2106,-154,114,-12,8,20,-1
200,62,-2107,-154,114,-12,8,24,-2
199,66,-2102,-154,114,-12,6,25,3
201,61,-2108,-154,114,-12,6,23,-2
200,60,-2109,-154,114,-12,8,22,2
204,59,-2107,-154,114,-12,8,23,-1
202,61,-2112,-154,114,-12,7,23,1
201,61,-2109,-154,114,-12,7,21,-2
203,61,-2117,-154,114,-12,7,21,1
199,61,-2107,-154,114,-12,3,23,-1
204,60,-2110,-154,114,-12,8,23,-2
207,65,-2107,-154,114,-12,10,23,-1
202,61,-2107,-154,114,-12,7,23,-1
204,61,-2113,-154,114,-12,7,21,-3
199,58,-2109,-154,114,-12,6,23,1
199,65,-2108,-154,114,-12,4,21,0
206,63,-2105,-154,114,-12,6,23,-3
201,60,-2104,-154,114,-12,7,22,1
201,59,-2112,-154,114,-12,7,22,-1
202,59,-2105,-154,114,-12,7,22,-1
201,61,-2106,-154,114,-12,6,24,-1
203,65,-2102,-154,114,-12,4,22,0
200,55,-2108,-154,114,-12,8,25,0
199,62,-2112,-154,114,-12,7,23,0
203,59,-2107,-154,114,-12,6,22,0
200,59,-2111,-154,114,-12,5,20,0
201,63,-2111,-154,114,-12,6,25,-2
200,59,-2111,-154,114,-12,7,22,1
202,61,-2112,-154,114,-12,6,21,1
201,60,-2113,-154,114,-12,8,21,-1
202,61,-2111,-154,114,-12,6,20,-2
202,60,-2109,-154,114,-12,7,23,1
203,63,-2107,-154,114,-12,5,25,-1
201,62,-2108,-154,114,-12,8,21,1
203,57,-2106,-154,114,-12,7,23,2
205,60,-2105,-154,114,-12,7,22,-2
201,58,-2105,-154,114,-12,6,22,-2
200,60,-2109,-154,114,-12,6,21,1
200,62,-2109,-154,114,-12,7,21,0
204,63,-2107,-154,114,-12,6,21,0
198,61,-2104,-154,114,-12,7,22,-1
201,65,-2112,-154,114,-12,6,17,-3
200,63,-2106,-154,114,-12,5,19,0
203,61,-2112,-154,114,-12,5,23,-1
199,60,-2115,-154,114,-12,5,22,-1
200,59,-2107,-154,114,-12,8,23,-2
204,60,-2114,-154,114,-12,6,22,0
198,60,-2108,-154,114,-12,4,21,2
201,61,-2110,-154,114,-12,7,23,0
202,63,-2114,-154,114,-12,6,22,1
203,59,-2107,-154,114,-12,6,24,1
202,59,-2107,-154,114,-12,7,24,-1
199,64,-2106,-154,114,-12,5,22,-1
199,59,-2113,-154,114,-12,5,21,0
202,60,-2113,-154,114,-12,8,24,-2
200,57,-2108,-154,114,-12,4,23,0
205,61,-2106,-154,114,-12,9,27,1
198,58,-2104,-154,114,-12,5,19,1
204,60,-2104,-154,114,-12,6,22,1
201,64,-2105,-154,114,-12,5,20,1
200,60,-2110,-154,114,-12,5,14,-2
203,61,-2112,-154,114,-12,5,0,-1
197,61,-2106,-154,114,-12,3,6,-1
205,57,-2115,-154,114,-12,5,30,-1
200,61,-2107,-154,114,-12,3,16,0
197,61,-2103,-154,114,-12,7,29,1
197,64,-2105,-154,114,-12,9,21,-1
198,61,-2106,-154,114,-12,8,18,0
201,58,-2121,-154,114,-12,5,11,0
201,60,-2111,-154,114,-12,5,0,-1
198,58,-2105,-154,114,-12,1,3,-3
198,59,-2109,-154,114,-12,5,-2,-1
196,60,-2109,-154,114,-12,4,-1,-2
198,59,-2111,-154,114,-12,4,1,0
199,68,-2114,-154,114,-12,3,1,-2
198,55,-2103,-154,114,-12,3,7,-1
201,64,-2108,-154,114,-12,-4,-43,-2
192,59,-2113,-154,114,-12,-11,-121,-5
188,64,-2096,-154,114,-12,-11,-113,-5
189,66,-2109,-154,114,-12,1,-45,-2
186,66,-2107,-154,114,-12,-5,-66,-3
186,68,-2113,-154,114,-12,-4,-38,-2
187,61,-2112,-154,114,-12,-2,-23,1
183,68,-2106,-154,114,-12,-1,-18,-1
151,66,-2059,-154,114,-12,50,343,8
246,55,-2166,-154,114,-12,85,563,16
188,66,-2088,-154,114,-12,6,10,-2
219,59,-2126,-154,114,-12,14,58,1
209,61,-2121,-154,114,-12,18,79,1
192,64,-2091,-154,114,-12,1,-33,-3
205,60,-2107,-154,114,-12,8,29,1
209,61,-2111,-154,114,-12,-1,-23,-2
194,62,-2097,-154,114,-12,-8,-67,-2
201,63,-2109,-154,114,-12,19,105,1
206,62,-2121,-154,114,-12,1,3,-2
202,60,-2106,-154,114,-12,5,15,0
212,61,-2123,-154,114,-12,-8,-86,-2
192,61,-2110,-154,114,-12,-24,-194,-7
171,68,-2090,-154,114,-12,-13,-98,-3
192,60,-2113,-154,114,-12,42,267,7
206,56,-2125,-154,114,-12,29,161,4
197,62,-2110,-154,114,-12,7,29,-1
201,63,-2111,-154,114,-12,6,4,-3
200,61,-2111,-154,114,-12,1,-15,-3
194,60,-2090,-154,114,-12,-6,-51,-3
189,58,-2091,-154,114,-12,1,-10,-2
193,63,-2096,-154,114,-12,40,301,7
183,60,-2049,-154,114,-12,23,193,2
167,63,-2067,-154,114,-12,-54,-74,-1
217,61,-2106,-154,114,-12,12,194,5
206,65,-2104,-154,114,-12,13,155,3
210,62,-2090,-154,114,-12,15,155,1
239,54,-2123,-154,114,-12,-30,143,3
214,63,-2099,-154,114,-12,14,245,10
234,63,-2100,-154,114,-12,74,488,21
255,56,-2113,-154,114,-12,119,490,21
295,45,-2128,-154,114,-12,31,117,1
253,54,-2115,-154,114,-12,-135,-424,-22
247,58,-2106,-154,114,-12,111,375,20
234,62,-2102,-154,114,-12,-35,-113,-8
240,59,-2098,-154,114,-12,6,22,-2
250,55,-2095,-154,114,-12,50,157,0
248,53,-2093,-154,114,-12,69,234,4
268,50,-2094,-154,114,-12,79,254,4
274,49,-2096,-154,114,-12,19,70,-7
242,55,-2081,-154,114,-12,-72,-229,-24
228,55,-2076,-154,114,-12,-9,-33,-13
261,48,-2101,-154,114,-12,55,184,-2
265,50,-2101,-154,114,-12,51,160,-6
267,50,-2096,-154,114,-12,14,40,-12
256,54,-2092,-154,114,-12,-32,-110,-23
259,53,-2095,-154,114,-12,-24,-85,-20
271,49,-2111,-154,114,-12,-51,-168,-23
219,60,-2098,-154,114,-12,-165,-540,-42
222,81,-2085,-154,114,-12,-57,-208,-20
228,59,-2105,-154,114,-12,0,-3,-6
234,68,-2099,-154,114,-12,-16,-58,-14
227,66,-2111,-154,114,-12,-26,-90,-17
228,65,-2098,-154,114,-12,-7,-44,-12
217,69,-2095,-154,114,-12,16,41,-2
228,63,-2105,-154,114,-12,34,117,-1
226,64,-2112,-154,114,-12,26,90,-2
223,63,-2099,-154,114,-12,15,39,-7
229,65,-2098,-154,114,-12,20,55,-2
250,60,-2111,-154,114,-12,-6,-167,-366
268,39,-2101,-154,114,-12,5,-102,-281
230,37,-2089,-154,114,-12,9,-32,-171
241,54,-2094,-154,114,-12,17,40,-115
222,62,-2098,-154,114,-12,10,36,-7
224,66,-2102,-154,114,-12,13,42,-2
221,64,-2108,-154,114,-12,5,10,-5
233,62,-2114,-154,114,-12,-12,-34,-10
220,67,-2106,-154,114,-12,-21,-80,-11
209,69,-2109,-154,114,-12,-19,-78,-12
230,79,-2113,-154,114,-12,-18,-113,-112
224,70,-2115,-154,114,-12,3,-39,-133
226,74,-2099,-154,114,-12,9,2,-86
208,65,-2116,-154,114,-12,-6,-59,-124
202,63,-2108,-154,114,-12,-8,-80,-128
217,67,-2103,-154,114,-12,21,117,-52
213,60,-2112,-154,114,-12,68,249,2
222,64,-2100,-154,114,-12,58,192,0
224,60,-2103,-154,114,-12,45,138,-5
228,62,-2106,-154,114,-12,21,75,-9
224,64,-2090,-154,114,-12,19,58,-7
223,61,-2090,-154,114,-12,31,91,-9
215,60,-2081,-154,114,-12,87,266,3
229,57,-2089,-154,114,-12,147,463,9
